File,Line,Text
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\word_cloud_block.py,226,"# FIXME: fix this, when xblock will support mutable types."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\x_module.py,494,TODO: Move this method directly to the ConditionalBlock.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\assets\word_cloud\webpack.config.js,45,"'edx-ui-toolkit': 'edx-ui-toolkit/src/', // @TODO: some paths in toolkit are not valid relative paths"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\assets\word_cloud\src\js\d3.layout.cloud.js,135,// TODO only check for collisions within current bounds.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\assets\word_cloud\src\js\d3.layout.cloud.js,398,// TODO reuse arrays?
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\capa\safe_exec\remote_exec.py,5,TODO: Remove this file in a future release using the standard DEPR process.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\contentstore\content.py,145,# TODO - re-address this once LMS-11198 is tackled.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\contentstore\content.py,305,url = '/' + url  # TODO - re-address this once LMS-11198 is tackled.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\contentstore\mongo.py,247,"# TODO: On 6/19/14, I had to put a try/except around this"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\contentstore\mongo.py,536,# TODO: uncomment this line once this index in prod is cleaned up. See OPS-2863 for tracking clean up.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\spec\video\video_control_spec.js,276,// TODO: Fix!
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\spec\video\video_control_spec.js,336,// TODO: Fix!
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\spec\video\video_focus_grabber_spec.js,85,"// TODO: Most likely, focusGrabber will be disabled in the future. This"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\src\javascript_loader.js,32,// TODO: Verify the execution order of multiple placeholders
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\src\javascript_loader.js,67,"// TODO: Check if the script already exists in DOM. If so, (1) copy it"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\src\annotatable\display.js,3,// TODO: Examine all of the xss-lint exceptions (https://openedx.atlassian.net/browse/PLAT-2084)
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\src\capa\display.js,770,// TODO this needs modification to deal with javascript responses; perhaps we
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\js\src\capa\display.js,802,// TODO remove the above once everything is extracted into its own
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\django.py,359,"# TODO: This import prevents a circular import issue, but is"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml.py,243,# TODO (vshnayder): We may want to enable this once course repos are cleaned up.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml.py,261,"# TODO (vshnayder): if the tag is a pointer tag, this will"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml.py,332,# TODO (vshnayder): we are somewhat architecturally confused in the loading code:
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml.py,422,see https://openedx.atlassian.net/browse/MA-417 as a pending TODO.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml_importer.py,921,# TODO: Move this code once the following condition is met.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\xml_importer.py,959,# TODO save library default settings to course's OLX and then load them here if available:
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\__init__.py,1196,# TODO move the inheritance_cache_subsystem to classes which use it
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\__init__.py,1211,"# TODO (vshnayder): post-launch, make errors properties of items"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\mongo\base.py,212,# TODO: make module_data a proper class that can handle this itself.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\mongo\base.py,458,# TODO (cpennington): Enable non-filesystem filestores
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\mongo\base.py,709,"# TODO Once TNL-5092 is implemented, we can remove the following line"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\mongo\base.py,810,if not (  # TODO kill this
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\id_manager.py,13,# TODO: Migrate split_mongo to use this class for all key mapping/creation.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\runtime.py,131,"# TODO Once TNL-5092 is implemented, we can expose the course version"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split.py,142,"# TODO: This needs to track which branches have actually been modified/versioned,"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split.py,848,# TODO should this raise an exception if branch was provided?
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split.py,1059,TODO: better way of identifying library index entry vs. course index entry.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split.py,1416,# TODO figure out a way to make this info accessible from the course block
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split.py,1463,# TODO implement
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\split_mongo\split_draft.py,379,"# TODO Instead, the for_branch implementation should be fixed in the Opaque Keys library."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\tests\test_mixed_modulestore.py,24,# TODO remove this import and the configuration -- xmodule should not depend on django!
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\tests\test_split_modulestore.py,1873,# FIXME LMS-11376
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\modulestore\tests\test_split_modulestore.py,1879,# FIXME LMS-11376
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tests\test_capa_block.py,147,"# TODO: probably better to actually set the internal state properly, but..."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tests\test_import.py,482,"TODO (vshnayder): once we have a CMS, this shouldn't"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tests\test_library_content.py,778,TODO(https://github.com/openedx/edx-platform/issues/37837):
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\util\sandboxing.py,32,"# TODO: This should be a database configuration, where we can mark individual courses as being"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\util\sandboxing.py,36,"# as per the TODO, so please consider carefully before adding more values to COURSES_WITH_UNSAFE_CODE"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\video_block\video_xfields.py,29,"# TODO: This should be moved to Scope.content, but this will"
